开奖日期,期号,红球1,红球2,红球3,红球4,红球5,红球6,蓝球,销售额,原始号码
2013-01-01,2013001,06,08,14,15,24,25,06,309153922,"06,08,14,15,24,25+06"
2013-01-03,2013002,01,16,18,22,28,30,12,303822912,"01,16,18,22,28,30+12"
2013-01-06,2013003,22,23,26,27,28,33,09,367773688,"22,23,26,27,28,33+09"
2013-01-08,2013004,06,10,16,20,27,32,08,337097616,"06,10,16,20,27,32+08"
2013-01-10,2013005,01,13,14,25,31,32,12,339352226,"01,13,14,25,31,32+12"
2013-01-13,2013006,09,10,13,17,22,30,13,374366198,"09,10,13,17,22,30+13"
2013-01-15,2013007,02,09,15,22,26,32,01,341246158,"02,09,15,22,26,32+01"
2013-01-17,2013008,03,08,17,21,25,32,15,341795384,"03,08,17,21,25,32+15"
2013-01-20,2013009,01,04,09,13,16,23,02,383674016,"01,04,09,13,16,23+02"
2013-01-22,2013010,01,09,11,17,32,33,12,347709230,"01,09,11,17,32,33+12"
2013-01-24,2013011,03,12,17,24,27,29,09,350274074,"03,12,17,24,27,29+09"
2013-01-27,2013012,06,14,17,22,28,29,02,389114476,"06,14,17,22,28,29+02"
2013-01-29,2013013,05,06,13,19,22,28,09,351745408,"05,06,13,19,22,28+09"
2013-01-31,2013014,02,04,05,17,19,20,08,348187310,"02,04,05,17,19,20+08"
2013-02-03,2013015,05,06,07,11,13,18,15,377989410,"05,06,07,11,13,18+15"
2013-02-05,2013016,02,05,06,12,14,28,05,327207104,"02,05,06,12,14,28+05"
2013-02-07,2013017,04,06,12,30,31,32,09,339247106,"04,06,12,30,31,32+09"
2013-02-17,2013018,02,08,13,28,29,30,05,364752666,"02,08,13,28,29,30+05"
2013-02-19,2013019,01,02,05,16,20,26,06,316958200,"01,02,05,16,20,26+06"
2013-02-21,2013020,01,07,08,12,16,21,01,337611102,"01,07,08,12,16,21+01"
2013-02-24,2013021,01,06,17,19,26,31,11,386291388,"01,06,17,19,26,31+11"
2013-02-26,2013022,02,04,07,09,15,20,07,349104140,"02,04,07,09,15,20+07"
2013-02-28,2013023,03,06,15,18,30,32,05,359844386,"03,06,15,18,30,32+05"
2013-03-03,2013024,04,05,13,23,27,30,09,397860528,"04,05,13,23,27,30+09"
2013-03-05,2013025,16,17,18,24,25,30,08,365053994,"16,17,18,24,25,30+08"
2013-03-07,2013026,04,11,14,15,22,31,11,357237076,"04,11,14,15,22,31+11"
2013-03-10,2013027,01,02,04,12,21,24,12,401897672,"01,02,04,12,21,24+12"
2013-03-12,2013028,07,08,14,25,26,28,13,363477764,"07,08,14,25,26,28+13"
2013-03-14,2013029,06,07,10,19,23,29,12,367189222,"06,07,10,19,23,29+12"
2013-03-17,2013030,07,14,18,25,26,29,06,405193314,"07,14,18,25,26,29+06"
2013-03-19,2013031,03,13,14,15,21,33,03,365951410,"03,13,14,15,21,33+03"
2013-03-21,2013032,04,21,25,29,30,33,03,365616360,"04,21,25,29,30,33+03"
2013-03-24,2013033,05,06,13,17,19,28,01,397248028,"05,06,13,17,19,28+01"
2013-03-26,2013034,06,15,20,22,26,33,09,339315898,"06,15,20,22,26,33+09"
2013-03-28,2013035,01,14,15,17,26,30,02,351498872,"01,14,15,17,26,30+02"
2013-03-31,2013036,04,05,09,27,29,31,13,393497514,"04,05,09,27,29,31+13"
2013-04-02,2013037,02,15,18,27,28,32,14,350336028,"02,15,18,27,28,32+14"
2013-04-04,2013038,09,10,12,14,15,19,11,328400842,"09,10,12,14,15,19+11"
2013-04-07,2013039,01,02,14,15,24,29,06,390740078,"01,02,14,15,24,29+06"
2013-04-09,2013040,02,04,10,12,17,30,10,352650578,"02,04,10,12,17,30+10"
2013-04-11,2013041,02,10,12,17,23,24,05,358260706,"02,10,12,17,23,24+05"
2013-04-14,2013042,01,08,12,13,15,33,03,396763590,"01,08,12,13,15,33+03"
2013-04-16,2013043,03,06,14,15,17,25,16,358568922,"03,06,14,15,17,25+16"
2013-04-18,2013044,03,05,11,18,26,28,06,355471956,"03,05,11,18,26,28+06"
2013-04-21,2013045,06,07,08,14,23,31,12,389847482,"06,07,08,14,23,31+12"
2013-04-23,2013046,03,16,19,20,24,26,06,352094234,"03,16,19,20,24,26+06"
2013-04-25,2013047,01,08,11,17,27,30,12,347274348,"01,08,11,17,27,30+12"
2013-04-28,2013048,10,13,17,28,30,32,04,379712106,"10,13,17,28,30,32+04"
2013-04-30,2013049,10,13,14,16,21,32,14,295889902,"10,13,14,16,21,32+14"
2013-05-02,2013050,03,07,13,18,22,25,03,331969178,"03,07,13,18,22,25+03"
2013-05-05,2013051,08,12,15,19,28,29,02,377856082,"08,12,15,19,28,29+02"
2013-05-07,2013052,06,07,14,21,22,24,13,320719928,"06,07,14,21,22,24+13"
2013-05-09,2013053,03,12,13,22,30,33,14,327360018,"03,12,13,22,30,33+14"
2013-05-12,2013054,03,04,08,14,21,28,14,367209526,"03,04,08,14,21,28+14"
2013-05-14,2013055,08,18,19,22,27,32,06,328924474,"08,18,19,22,27,32+06"
2013-05-16,2013056,03,12,25,26,28,29,16,330573576,"03,12,25,26,28,29+16"
2013-05-19,2013057,13,16,19,23,26,28,05,367207180,"13,16,19,23,26,28+05"
2013-05-21,2013058,08,11,17,21,23,24,05,338075776,"08,11,17,21,23,24+05"
2013-05-23,2013059,03,10,18,24,27,29,09,339381758,"03,10,18,24,27,29+09"
2013-05-26,2013060,05,07,10,13,19,20,15,368726696,"05,07,10,13,19,20+15"
2013-05-28,2013061,05,06,07,12,13,18,12,335064726,"05,06,07,12,13,18+12"
2013-05-30,2013062,01,06,07,19,22,27,02,313979568,"01,06,07,19,22,27+02"
2013-06-02,2013063,10,15,18,20,23,31,12,354390256,"10,15,18,20,23,31+12"
2013-06-04,2013064,01,09,13,22,25,32,12,328102052,"01,09,13,22,25,32+12"
2013-06-06,2013065,07,18,19,23,29,30,02,334460176,"07,18,19,23,29,30+02"
2013-06-09,2013066,01,03,16,17,20,32,07,368087166,"01,03,16,17,20,32+07"
2013-06-11,2013067,01,04,09,15,22,30,06,309743864,"01,04,09,15,22,30+06"
2013-06-13,2013068,02,07,13,20,25,27,06,329872238,"02,07,13,20,25,27+06"
2013-06-16,2013069,07,16,17,18,30,33,06,369339396,"07,16,17,18,30,33+06"
2013-06-18,2013070,02,03,09,10,28,30,06,296577242,"02,03,09,10,28,30+06"
2013-06-20,2013071,05,12,21,23,26,28,09,311914552,"05,12,21,23,26,28+09"
2013-06-23,2013072,02,08,11,14,19,33,09,351392580,"02,08,11,14,19,33+09"
2013-06-25,2013073,02,09,13,17,20,28,11,324559238,"02,09,13,17,20,28+11"
2013-06-27,2013074,03,06,08,14,19,32,03,320654782,"03,06,08,14,19,32+03"
2013-06-30,2013075,04,06,09,25,30,33,14,358276246,"04,06,09,25,30,33+14"
2013-07-02,2013076,14,23,24,26,29,30,03,326689120,"14,23,24,26,29,30+03"
2013-07-04,2013077,09,14,23,24,26,29,03,333114166,"09,14,23,24,26,29+03"
2013-07-07,2013078,03,05,17,18,26,27,15,355637236,"03,05,17,18,26,27+15"
2013-07-09,2013079,07,13,17,19,22,26,13,320512624,"07,13,17,19,22,26+13"
2013-07-11,2013080,10,11,12,23,28,32,16,327918824,"10,11,12,23,28,32+16"
2013-07-14,2013081,01,04,10,13,21,31,13,359745012,"01,04,10,13,21,31+13"
2013-07-16,2013082,04,13,14,20,22,30,06,326611872,"04,13,14,20,22,30+06"
2013-07-18,2013083,05,06,12,14,19,23,09,338036388,"05,06,12,14,19,23+09"
2013-07-21,2013084,05,07,09,11,20,21,03,373588034,"05,07,09,11,20,21+03"
2013-07-23,2013085,02,08,12,14,16,32,16,330145456,"02,08,12,14,16,32+16"
2013-07-25,2013086,02,04,11,13,16,26,11,326453274,"02,04,11,13,16,26+11"
2013-07-28,2013087,02,13,19,23,24,28,05,364306204,"02,13,19,23,24,28+05"
2013-07-30,2013088,09,15,20,21,22,24,14,332225112,"09,15,20,21,22,24+14"
2013-08-01,2013089,04,08,12,19,21,25,13,337088774,"04,08,12,19,21,25+13"
2013-08-04,2013090,02,05,11,23,24,29,08,372773264,"02,05,11,23,24,29+08"
2013-08-06,2013091,04,14,24,25,28,31,10,308670790,"04,14,24,25,28,31+10"
2013-08-08,2013092,07,11,15,21,26,31,06,311052518,"07,11,15,21,26,31+06"
2013-08-11,2013093,01,02,08,26,29,31,14,345826922,"01,02,08,26,29,31+14"
2013-08-13,2013094,02,04,14,18,20,22,07,320217972,"02,04,14,18,20,22+07"
2013-08-15,2013095,01,06,15,19,28,29,10,321839422,"01,06,15,19,28,29+10"
2013-08-18,2013096,01,02,22,28,29,30,15,364530978,"01,02,22,28,29,30+15"
2013-08-20,2013097,05,14,17,22,23,25,07,326153582,"05,14,17,22,23,25+07"
2013-08-22,2013098,07,15,18,19,20,26,14,333979300,"07,15,18,19,20,26+14"
2013-08-25,2013099,05,11,20,21,26,31,03,359490506,"05,11,20,21,26,31+03"
2013-08-27,2013100,04,08,11,14,16,20,11,324850520,"04,08,11,14,16,20+11"
2013-08-29,2013101,05,07,09,23,27,32,01,339246710,"05,07,09,23,27,32+01"
2013-09-01,2013102,02,04,05,06,08,16,03,374113680,"02,04,05,06,08,16+03"
2013-09-03,2013103,02,04,09,13,18,20,07,329389008,"02,04,09,13,18,20+07"
2013-09-05,2013104,01,02,04,15,17,28,11,339771188,"01,02,04,15,17,28+11"
2013-09-08,2013105,01,11,23,27,31,32,09,380197404,"01,11,23,27,31,32+09"
2013-09-10,2013106,09,11,23,30,31,32,06,344715810,"09,11,23,30,31,32+06"
2013-09-12,2013107,07,09,11,17,28,31,11,349907348,"07,09,11,17,28,31+11"
2013-09-15,2013108,16,21,22,28,31,32,05,384725718,"16,21,22,28,31,32+05"
2013-09-17,2013109,09,23,24,27,29,32,08,351155742,"09,23,24,27,29,32+08"
2013-09-19,2013110,15,17,18,21,29,32,13,341867256,"15,17,18,21,29,32+13"
2013-09-22,2013111,01,02,03,06,08,33,13,401502238,"01,02,03,06,08,33+13"
2013-09-24,2013112,01,06,12,13,22,31,07,344881702,"01,06,12,13,22,31+07"
2013-09-26,2013113,04,07,11,17,24,33,09,353992568,"04,07,11,17,24,33+09"
2013-09-29,2013114,04,06,17,21,23,33,07,398506774,"04,06,17,21,23,33+07"
2013-10-01,2013115,03,12,16,17,18,27,08,319974332,"03,12,16,17,18,27+08"
2013-10-03,2013116,12,15,21,26,32,33,07,312633700,"12,15,21,26,32,33+07"
2013-10-06,2013117,09,12,13,24,27,33,16,368579726,"09,12,13,24,27,33+16"
2013-10-08,2013118,02,03,17,22,32,33,16,343511272,"02,03,17,22,32,33+16"
2013-10-10,2013119,05,15,20,22,26,32,09,357071040,"05,15,20,22,26,32+09"
2013-10-13,2013120,05,06,13,18,23,31,11,404684072,"05,06,13,18,23,31+11"
2013-10-15,2013121,04,05,06,07,25,27,07,337100116,"04,05,06,07,25,27+07"
2013-10-17,2013122,07,10,13,15,26,27,11,345544080,"07,10,13,15,26,27+11"
2013-10-20,2013123,01,02,06,11,17,25,02,385822278,"01,02,06,11,17,25+02"
2013-10-22,2013124,03,09,15,23,25,30,07,347249642,"03,09,15,23,25,30+07"
2013-10-24,2013125,04,06,08,18,25,28,16,372984566,"04,06,08,18,25,28+16"
2013-10-27,2013126,04,10,19,27,31,33,16,408866622,"04,10,19,27,31,33+16"
2013-10-29,2013127,02,03,13,20,22,33,14,376726836,"02,03,13,20,22,33+14"
2013-10-31,2013128,07,13,17,19,25,31,08,381844688,"07,13,17,19,25,31+08"
2013-11-03,2013129,05,06,10,14,27,31,14,418710844,"05,06,10,14,27,31+14"
2013-11-05,2013130,01,03,15,16,31,33,08,385080972,"01,03,15,16,31,33+08"
2013-11-07,2013131,04,06,12,17,19,26,09,388319260,"04,06,12,17,19,26+09"
2013-11-10,2013132,20,21,22,23,25,27,12,420848208,"20,21,22,23,25,27+12"
2013-11-12,2013133,04,07,12,19,22,25,01,361709328,"04,07,12,19,22,25+01"
2013-11-14,2013134,01,17,18,19,25,29,10,372289714,"01,17,18,19,25,29+10"
2013-11-17,2013135,09,23,24,25,29,31,12,406720240,"09,23,24,25,29,31+12"
2013-11-19,2013136,04,06,14,16,18,26,06,369164734,"04,06,14,16,18,26+06"
2013-11-21,2013137,04,17,19,23,24,27,10,379293130,"04,17,19,23,24,27+10"
2013-11-24,2013138,04,15,16,24,27,28,03,402650432,"04,15,16,24,27,28+03"
2013-11-26,2013139,07,08,11,13,21,27,08,372082440,"07,08,11,13,21,27+08"
2013-11-28,2013140,01,05,12,13,21,22,10,359556480,"01,05,12,13,21,22+10"
2013-12-01,2013141,03,04,05,25,30,31,04,409703546,"03,04,05,25,30,31+04"
2013-12-03,2013142,11,12,14,20,22,29,14,356100256,"11,12,14,20,22,29+14"
2013-12-05,2013143,12,18,21,22,27,32,11,364973022,"12,18,21,22,27,32+11"
2013-12-08,2013144,05,07,12,19,27,31,02,406764784,"05,07,12,19,27,31+02"
2013-12-10,2013145,06,10,13,16,23,24,15,364933776,"06,10,13,16,23,24+15"
2013-12-12,2013146,08,20,25,30,32,33,01,404451866,"08,20,25,30,32,33+01"
2013-12-15,2013147,02,15,16,17,19,30,08,400947352,"02,15,16,17,19,30+08"
2013-12-17,2013148,06,11,12,14,17,22,01,354333120,"06,11,12,14,17,22+01"
2013-12-19,2013149,09,18,25,26,30,32,11,369490424,"09,18,25,26,30,32+11"
2013-12-22,2013150,01,15,16,25,26,29,10,409001896,"01,15,16,25,26,29+10"
2013-12-24,2013151,03,09,10,19,28,33,09,376460226,"03,09,10,19,28,33+09"
2013-12-26,2013152,04,06,14,16,18,29,05,353968798,"04,06,14,16,18,29+05"
2013-12-29,2013153,08,11,13,18,28,33,10,394373774,"08,11,13,18,28,33+10"
2013-12-31,2013154,07,11,14,19,24,29,05,382836786,"07,11,14,19,24,29+05"
2014-01-02,2014001,03,09,15,20,27,29,01,371341368,"03,09,15,20,27,29+01"
2014-01-05,2014002,04,21,23,31,32,33,04,408021124,"04,21,23,31,32,33+04"
2014-01-07,2014003,06,10,11,28,30,33,12,363993362,"06,10,11,28,30,33+12"
2014-01-09,2014004,01,04,19,22,24,25,15,373155800,"01,04,19,22,24,25+15"
2014-01-12,2014005,15,18,23,27,32,33,04,414088906,"15,18,23,27,32,33+04"
2014-01-14,2014006,03,04,07,17,21,27,14,369941458,"03,04,07,17,21,27+14"
2014-01-16,2014007,08,10,12,14,18,28,14,346606050,"08,10,12,14,18,28+14"
2014-01-19,2014008,05,14,16,21,29,30,12,392135484,"05,14,16,21,29,30+12"
2014-01-21,2014009,08,09,19,20,25,32,16,348408848,"08,09,19,20,25,32+16"
2014-01-23,2014010,05,07,08,20,31,33,11,359922428,"05,07,08,20,31,33+11"
2014-01-26,2014011,09,10,13,14,21,32,02,400827700,"09,10,13,14,21,32+02"
2014-01-28,2014012,01,08,11,19,21,24,08,364615256,"01,08,11,19,21,24+08"
2014-02-09,2014013,05,09,13,15,17,21,13,447850102,"05,09,13,15,17,21+13"
2014-02-11,2014014,04,09,19,22,25,29,15,340281006,"04,09,19,22,25,29+15"
2014-02-13,2014015,02,11,19,30,32,33,09,345827928,"02,11,19,30,32,33+09"
2014-02-16,2014016,02,03,07,13,21,24,08,394728698,"02,03,07,13,21,24+08"
2014-02-18,2014017,04,06,07,14,25,26,10,354286552,"04,06,07,14,25,26+10"
2014-02-20,2014018,13,17,18,21,30,33,15,366787508,"13,17,18,21,30,33+15"
2014-02-23,2014019,02,10,15,19,20,21,07,409381396,"02,10,15,19,20,21+07"
2014-02-25,2014020,09,14,17,23,24,25,15,369800298,"09,14,17,23,24,25+15"
2014-02-27,2014021,08,10,15,17,22,29,12,376012996,"08,10,15,17,22,29+12"
2014-03-02,2014022,04,06,07,10,21,26,16,422477050,"04,06,07,10,21,26+16"
2014-03-04,2014023,07,09,13,17,21,22,10,379325720,"07,09,13,17,21,22+10"
2014-03-06,2014024,08,10,16,20,23,30,09,380942014,"08,10,16,20,23,30+09"
2014-03-09,2014025,01,05,10,14,16,30,16,420328670,"01,05,10,14,16,30+16"
2014-03-11,2014026,01,02,05,06,11,23,14,376888174,"01,02,05,06,11,23+14"
2014-03-13,2014027,08,10,14,16,30,31,01,384105632,"08,10,14,16,30,31+01"
2014-03-16,2014028,06,16,21,27,30,32,05,435709368,"06,16,21,27,30,32+05"
2014-03-18,2014029,02,07,14,16,21,29,14,396072528,"02,07,14,16,21,29+14"
2014-03-20,2014030,12,18,19,23,24,30,10,396594924,"12,18,19,23,24,30+10"
2014-03-23,2014031,04,10,16,17,21,27,14,443595958,"04,10,16,17,21,27+14"
2014-03-25,2014032,01,02,14,22,29,33,07,397424848,"01,02,14,22,29,33+07"
2014-03-27,2014033,05,13,23,28,32,33,12,403193612,"05,13,23,28,32,33+12"
2014-03-30,2014034,01,03,04,08,25,31,06,432189956,"01,03,04,08,25,31+06"
2014-04-01,2014035,07,08,09,17,32,33,06,385901784,"07,08,09,17,32,33+06"
2014-04-03,2014036,01,07,08,09,11,22,03,378585748,"01,07,08,09,11,22+03"
2014-04-06,2014037,06,13,14,24,25,30,07,385617546,"06,13,14,24,25,30+07"
2014-04-08,2014038,04,07,22,23,24,33,16,356364376,"04,07,22,23,24,33+16"
2014-04-10,2014039,03,11,15,19,20,31,07,363687932,"03,11,15,19,20,31+07"
2014-04-13,2014040,03,04,06,11,12,15,08,406009192,"03,04,06,11,12,15+08"
2014-04-15,2014041,07,11,16,18,21,22,02,365242842,"07,11,16,18,21,22+02"
2014-04-17,2014042,12,15,20,25,28,33,14,373018334,"12,15,20,25,28,33+14"
2014-04-20,2014043,02,05,09,14,24,33,09,415843112,"02,05,09,14,24,33+09"
2014-04-22,2014044,04,09,21,27,28,33,12,373074342,"04,09,21,27,28,33+12"
2014-04-24,2014045,02,04,09,11,19,22,15,375431708,"02,04,09,11,19,22+15"
2014-04-27,2014046,02,10,11,17,18,22,10,407325576,"02,10,11,17,18,22+10"
2014-04-29,2014047,08,10,11,12,19,29,15,367083108,"08,10,11,12,19,29+15"
2014-05-01,2014048,06,09,16,17,24,25,16,328158768,"06,09,16,17,24,25+16"
2014-05-04,2014049,06,07,16,17,23,32,06,395100460,"06,07,16,17,23,32+06"
2014-05-06,2014050,03,17,23,25,26,32,13,356974970,"03,17,23,25,26,32+13"
2014-05-08,2014051,10,16,19,21,23,24,13,355097144,"10,16,19,21,23,24+13"
2014-05-11,2014052,09,13,15,28,30,33,08,388520458,"09,13,15,28,30,33+08"
2014-05-13,2014053,14,17,19,22,26,31,02,357050160,"14,17,19,22,26,31+02"
2014-05-15,2014054,01,04,05,11,29,30,14,362404232,"01,04,05,11,29,30+14"
2014-05-18,2014055,02,09,14,19,21,30,04,399255230,"02,09,14,19,21,30+04"
2014-05-20,2014056,01,11,18,20,28,29,01,355820816,"01,11,18,20,28,29+01"
2014-05-22,2014057,02,04,12,18,23,31,08,357051002,"02,04,12,18,23,31+08"
2014-05-25,2014058,02,03,12,13,14,25,11,395239936,"02,03,12,13,14,25+11"
2014-05-27,2014059,05,08,12,13,23,25,13,332914310,"05,08,12,13,23,25+13"
2014-05-29,2014060,03,05,14,18,25,33,06,332537430,"03,05,14,18,25,33+06"
2014-06-01,2014061,02,14,17,27,28,31,08,348086982,"02,14,17,27,28,31+08"
2014-06-03,2014062,06,09,15,24,25,26,09,324555900,"06,09,15,24,25,26+09"
2014-06-05,2014063,03,08,17,21,22,31,16,318559312,"03,08,17,21,22,31+16"
2014-06-08,2014064,02,09,15,16,29,32,14,362553032,"02,09,15,16,29,32+14"
2014-06-10,2014065,03,04,05,08,10,22,06,331291864,"03,04,05,08,10,22+06"
2014-06-12,2014066,02,05,15,17,18,21,16,326106482,"02,05,15,17,18,21+16"
2014-06-15,2014067,01,06,07,17,18,23,06,369752334,"01,06,07,17,18,23+06"
2014-06-17,2014068,04,12,13,22,27,29,16,333498724,"04,12,13,22,27,29+16"
2014-06-19,2014069,05,12,17,19,25,30,11,344427596,"05,12,17,19,25,30+11"
2014-06-22,2014070,01,07,09,19,28,29,07,381932126,"01,07,09,19,28,29+07"
2014-06-24,2014071,02,04,12,17,22,25,14,332837230,"02,04,12,17,22,25+14"
2014-06-26,2014072,01,03,07,13,19,32,16,324184472,"01,03,07,13,19,32+16"
2014-06-29,2014073,01,12,16,20,30,33,02,368813894,"01,12,16,20,30,33+02"
2014-07-01,2014074,01,03,06,13,30,31,12,333005878,"01,03,06,13,30,31+12"
2014-07-03,2014075,03,09,11,22,27,29,06,341705034,"03,09,11,22,27,29+06"
2014-07-06,2014076,06,10,12,17,18,33,11,375634222,"06,10,12,17,18,33+11"
2014-07-08,2014077,08,09,12,15,19,22,10,335080206,"08,09,12,15,19,22+10"
2014-07-10,2014078,02,03,05,06,09,17,07,340877252,"02,03,05,06,09,17+07"
2014-07-13,2014079,02,07,16,22,27,28,02,371546996,"02,07,16,22,27,28+02"
2014-07-15,2014080,05,14,16,17,25,30,07,339602048,"05,14,16,17,25,30+07"
2014-07-17,2014081,08,14,22,24,27,29,10,345588442,"08,14,22,24,27,29+10"
2014-07-20,2014082,02,04,20,25,26,29,11,376072870,"02,04,20,25,26,29+11"
2014-07-22,2014083,05,06,19,21,23,33,12,342671260,"05,06,19,21,23,33+12"
2014-07-24,2014084,01,06,09,10,13,25,08,348439746,"01,06,09,10,13,25+08"
2014-07-27,2014085,01,02,11,19,23,29,08,383964576,"01,02,11,19,23,29+08"
2014-07-29,2014086,02,04,10,12,14,30,08,342885520,"02,04,10,12,14,30+08"
2014-07-31,2014087,06,18,22,23,32,33,06,346294212,"06,18,22,23,32,33+06"
2014-08-03,2014088,03,06,11,14,16,29,15,378895304,"03,06,11,14,16,29+15"
2014-08-05,2014089,04,06,14,17,27,30,09,349996988,"04,06,14,17,27,30+09"
2014-08-07,2014090,05,09,11,19,24,32,13,361007810,"05,09,11,19,24,32+13"
2014-08-10,2014091,01,05,12,19,27,29,14,395683536,"01,05,12,19,27,29+14"
2014-08-12,2014092,03,13,18,19,22,26,07,355694942,"03,13,18,19,22,26+07"
2014-08-14,2014093,02,08,09,10,20,29,05,361310882,"02,08,09,10,20,29+05"
2014-08-17,2014094,01,10,18,20,23,29,01,394513356,"01,10,18,20,23,29+01"
2014-08-19,2014095,05,06,08,14,22,31,08,348187212,"05,06,08,14,22,31+08"
2014-08-21,2014096,12,14,17,19,22,24,08,357432576,"12,14,17,19,22,24+08"
2014-08-24,2014097,07,13,24,25,27,32,15,390727104,"07,13,24,25,27,32+15"
2014-08-26,2014098,02,13,17,20,29,31,07,353151800,"02,13,17,20,29,31+07"
2014-08-28,2014099,01,05,10,11,13,32,14,358086522,"01,05,10,11,13,32+14"
2014-08-31,2014100,01,06,09,10,14,16,11,401949134,"01,06,09,10,14,16+11"
2014-09-02,2014101,16,18,20,23,24,32,07,359712392,"16,18,20,23,24,32+07"
2014-09-04,2014102,14,16,21,24,28,31,13,368749750,"14,16,21,24,28,31+13"
2014-09-07,2014103,03,08,09,10,18,33,04,396768732,"03,08,09,10,18,33+04"
2014-09-09,2014104,02,06,12,19,27,28,13,358170510,"02,06,12,19,27,28+13"
2014-09-11,2014105,14,16,17,19,27,32,04,379715550,"14,16,17,19,27,32+04"
2014-09-14,2014106,09,14,17,18,21,25,15,422052940,"09,14,17,18,21,25+15"
2014-09-16,2014107,11,14,17,22,25,27,16,387176276,"11,14,17,22,25,27+16"
2014-09-18,2014108,03,08,09,20,23,28,02,393047674,"03,08,09,20,23,28+02"
2014-09-21,2014109,02,05,11,15,19,28,02,437600916,"02,05,11,15,19,28+02"
2014-09-23,2014110,01,08,11,13,19,30,06,384948858,"01,08,11,13,19,30+06"
2014-09-25,2014111,02,08,17,20,22,28,02,391471380,"02,08,17,20,22,28+02"
2014-09-28,2014112,01,15,16,21,24,30,03,438774340,"01,15,16,21,24,30+03"
2014-09-30,2014113,12,14,28,31,32,33,07,376332046,"12,14,28,31,32,33+07"
2014-10-02,2014114,02,07,23,30,32,33,10,336622164,"02,07,23,30,32,33+10"
2014-10-05,2014115,01,09,10,11,13,32,03,393986920,"01,09,10,11,13,32+03"
2014-10-07,2014116,09,10,14,15,19,29,16,355472106,"09,10,14,15,19,29+16"
2014-10-09,2014117,05,10,17,25,28,29,04,376251864,"05,10,17,25,28,29+04"
2014-10-12,2014118,05,07,15,18,26,30,03,412610364,"05,07,15,18,26,30+03"
2014-10-14,2014119,06,13,17,20,26,29,09,374297910,"06,13,17,20,26,29+09"
2014-10-16,2014120,01,07,12,16,23,28,04,380941988,"01,07,12,16,23,28+04"
2014-10-19,2014121,01,02,13,22,28,30,09,414246034,"01,02,13,22,28,30+09"
2014-10-21,2014122,06,09,11,16,20,29,11,372450634,"06,09,11,16,20,29+11"
2014-10-23,2014123,01,06,11,17,28,33,05,374248054,"01,06,11,17,28,33+05"
2014-10-26,2014124,02,17,20,24,31,33,04,414603564,"02,17,20,24,31,33+04"
2014-10-28,2014125,10,11,15,26,31,32,06,369171242,"10,11,15,26,31,32+06"
2014-10-30,2014126,06,11,16,17,22,27,01,374635140,"06,11,16,17,22,27+01"
2014-11-02,2014127,02,10,12,21,23,27,12,405427926,"02,10,12,21,23,27+12"
2014-11-04,2014128,05,07,08,17,18,24,14,358520804,"05,07,08,17,18,24+14"
2014-11-06,2014129,05,08,09,20,28,32,02,359082268,"05,08,09,20,28,32+02"
2014-11-09,2014130,01,02,10,24,30,33,10,402591108,"01,02,10,24,30,33+10"
2014-11-11,2014131,05,17,21,22,28,32,14,396591384,"05,17,21,22,28,32+14"
2014-11-13,2014132,05,06,14,15,18,33,08,372487192,"05,06,14,15,18,33+08"
2014-11-16,2014133,13,14,16,23,30,31,13,417287906,"13,14,16,23,30,31+13"
2014-11-18,2014134,05,16,22,23,26,28,02,374813426,"05,16,22,23,26,28+02"
2014-11-20,2014135,02,04,11,13,25,33,01,380304722,"02,04,11,13,25,33+01"
2014-11-23,2014136,03,16,19,27,31,32,10,419949224,"03,16,19,27,31,32+10"
2014-11-25,2014137,03,06,09,11,25,29,09,377779080,"03,06,09,11,25,29+09"
2014-11-27,2014138,04,06,13,29,31,33,13,379450576,"04,06,13,29,31,33+13"
2014-11-30,2014139,01,14,15,20,25,29,11,416872552,"01,14,15,20,25,29+11"
2014-12-02,2014140,06,10,11,14,17,33,06,369928040,"06,10,11,14,17,33+06"
2014-12-04,2014141,08,09,11,16,21,24,10,374573402,"08,09,11,16,21,24+10"
2014-12-07,2014142,06,21,22,23,25,28,13,419262206,"06,21,22,23,25,28+13"
2014-12-09,2014143,03,12,18,20,25,26,16,375707362,"03,12,18,20,25,26+16"
2014-12-11,2014144,03,05,06,09,10,27,14,379438954,"03,05,06,09,10,27+14"
2014-12-14,2014145,10,12,13,23,26,29,11,428104998,"10,12,13,23,26,29+11"
2014-12-16,2014146,01,06,13,20,29,32,01,383982986,"01,06,13,20,29,32+01"
2014-12-18,2014147,06,07,22,26,31,32,10,385071740,"06,07,22,26,31,32+10"
2014-12-21,2014148,01,02,05,12,15,16,13,425097618,"01,02,05,12,15,16+13"
2014-12-23,2014149,07,09,10,15,19,33,01,386664128,"07,09,10,15,19,33+01"
2014-12-25,2014150,03,08,14,22,24,32,09,393965122,"03,08,14,22,24,32+09"
2014-12-28,2014151,04,05,08,11,21,27,08,436728282,"04,05,08,11,21,27+08"
2014-12-30,2014152,08,13,15,20,21,25,12,403970126,"08,13,15,20,21,25+12"
2015-01-01,2015001,01,07,09,16,20,23,06,389811558,"01,07,09,16,20,23+06"
2015-01-04,2015002,07,15,16,25,28,32,05,445131362,"07,15,16,25,28,32+05"
2015-01-06,2015003,10,15,20,23,24,31,15,389418150,"10,15,20,23,24,31+15"
2015-01-08,2015004,02,14,15,16,23,24,10,391871604,"02,14,15,16,23,24+10"
