开奖日期,期号,红球1,红球2,红球3,红球4,红球5,红球6,蓝球,销售额,原始号码
2025-09-09,2025104,02,05,15,16,24,32,16,348590986,"02,05,15,16,24,32+16"
2025-09-11,2025105,04,07,18,24,26,28,08,357186846,"04,07,18,24,26,28+08"
2025-09-14,2025106,04,05,17,22,26,30,04,383828310,"04,05,17,22,26,30+04"
2025-09-16,2025107,02,03,10,15,25,33,13,352042890,"02,03,10,15,25,33+13"
2025-09-18,2025108,01,09,14,17,22,33,07,359262232,"01,09,14,17,22,33+07"
2025-09-21,2025109,05,06,09,17,18,31,03,398851460,"05,06,09,17,18,31+03"
2025-09-23,2025110,01,05,11,14,16,19,08,364932922,"01,05,11,14,16,19+08"
2025-09-25,2025111,09,14,18,28,31,33,12,366420958,"09,14,18,28,31,33+12"
2025-09-28,2025112,03,09,11,13,20,32,02,398243350,"03,09,11,13,20,32+02"
2025-09-30,2025113,08,10,13,15,24,31,16,376311750,"08,10,13,15,24,31+16"
2025-10-05,2025114,01,20,21,25,26,27,10,306235982,"01,20,21,25,26,27+10"
2025-10-07,2025115,02,03,08,19,24,30,02,330722178,"02,03,08,19,24,30+02"
2025-10-09,2025116,02,04,08,24,28,31,09,363037044,"02,04,08,24,28,31+09"
2025-10-12,2025117,06,08,17,20,25,33,10,389301568,"06,08,17,20,25,33+10"
2025-10-14,2025118,01,10,11,16,24,26,03,357347556,"01,10,11,16,24,26+03"
